Container,Image,Name,Type,Chance,Rarity,Min Ammo,Max Ammo
Weapon box (4x4),,Magpul MBUS Gen.2 Rearsight FDE,Iron Sight,,Super Rare,,
Weapon box (4x4),,ER Fulcrum Bayonet,Knife,,Super Rare,,
Weapon box (4x4),,Antique axe,Knife,,Super Rare,,
Weapon box (4x4),,SP-8 Survival Machete,Knife,,Super Rare,,
Weapon box (4x4),,Red Rebel Ice pick,Knife,,Super Rare,,
Weapon box (4x4),,Camper axe,Knife,,Super Rare,,
Weapon box (4x4),,"90-93 9x18PM Magazine, for 8 PM rounds",Magazine,,Common,,
Weapon box (4x4),,PMAG GEN M3 20 5.56x45 STANAG 20-round magazine,Magazine,,Common,,
Weapon box (4x4),,10-round Saiga 545 5.45x39 magazine for AK-74 and compatibles,Magazine,,Common,,
Weapon box (4x4),,TT-105 7.62x25 TT Magazine,Magazine,,Common,,
Weapon box (4x4),,Sb.5 5-round 12/76 magazine for SOK-12 and compatible weapons,Magazine,,Common,,
Weapon box (4x4),,Standard 9x18PM 20-round magazine for PP-91,Magazine,,Common,,
Weapon box (4x4),,Izhmash AK magazine (issued ‘55 or later) 30-round for 7.62x39 AK and compatibles,Magazine,,Common,,
Weapon box (4x4),,2-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,Magazine,,Common,,
Weapon box (4x4),,PMAG GEN M3 10 5.56x45 STANAG 10-round magazine,Magazine,,Common,,
Weapon box (4x4),,PMAG GEN M3 W 30 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (4x4),,30-round 6L23 5.45x39 magazine for AK-74 and compatibles,Magazine,,Rare,,
Weapon box (4x4),,45-round 6L26 5.45x39 magazine for AK-74 and compatibles,Magazine,,Rare,,
Weapon box (4x4),,Colt AR-15 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (4x4),,6L20 30-round 5.45x39 magazine for AK-74 and compatible weapons,Magazine,,Rare,,
Weapon box (4x4),,P226 magazine,Magazine,,Rare,,
Weapon box (4x4),,MP-443 9x19 18-round magazine,Magazine,,Rare,,
Weapon box (4x4),,ProMag SKS-A5 7.62x39 20-round SKS magazine,Magazine,,Rare,,
Weapon box (4x4),,"7.62x39 ribbed metal magazine for AK and compatibles, 10-round capacity",Magazine,,Rare,,
Weapon box (4x4),,SR1-MP magazine,Magazine,,Rare,,
Weapon box (4x4),,"Palm US AK30 7.62x39 magazine for AK and compatibles, 30-round capacity (FDE)",Magazine,,Rare,,
Weapon box (4x4),,4-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,Magazine,,Rare,,
Weapon box (4x4),,Glock 9x19 magazine,Magazine,,Rare,,
Weapon box (4x4),,PMAG GEN M3 30 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (4x4),,"Izhmash 7.62x39 AK aluminium magazine for AK and compatibles, 10-round capacity",Magazine,,Rare,,
Weapon box (4x4),,FAL/SA-58 7.62x51 10 rnd,Magazine,,Rare,,
Weapon box (4x4),,British FAL/L1A1 7.62x51 30 rnd magazine,Magazine,,Rare,,
Weapon box (4x4),,30-round 5.45x39 magazine for AK-12 and compatibles,Magazine,,Rare,,
Weapon box (4x4),,10-round SVD 7.62x54 magazine,Magazine,,Rare,,
Weapon box (4x4),,"7.62x51 metal magazine for VPO-101 and compatibles, 10-round capacity",Magazine,,Rare,,
Weapon box (4x4),,5-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,Magazine,,Rare,,
Weapon box (4x4),,HK PM Gen.2 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (4x4),,40-round PMAG GEN M3 FDE 40 5.56x45 STANAG magazine,Magazine,,Rare,,
Weapon box (4x4),,10-round .308 AICS M700 magazine,Magazine,,Rare,,
Weapon box (4x4),,40-round PMAG GEN M3 40 5.56x45 STANAG magazine,Magazine,,Super Rare,,
Weapon box (4x4),,10-round polymer magazine 7.62x54R for SV-98,Magazine,,Super Rare,,
Weapon box (4x4),,60-round 6L31 5.45x39 magazine for AK-74 and compatibles,Magazine,,Super Rare,,
Weapon box (4x4),,PM/PPSH 9x18PM 84-round drum mag for PM,Magazine,,Super Rare,,
Weapon box (4x4),,6L18 45-round 5.45x39 magazine for AK-74 and compatible weapons,Magazine,,Super Rare,,
Weapon box (4x4),,10-round 6L24 9x39 VSS magazine,Magazine,,Super Rare,,
Weapon box (4x4),,20-round 6L25 9x39 VSS magazine,Magazine,,Super Rare,,
Weapon box (4x4),,Standard 9x18PM 30-round magazine for PP-91,Magazine,,Super Rare,,
Weapon box (4x4),,10-round .308 DVL-10 magazine,Magazine,,Super Rare,,
Weapon box (4x4),,Standard MPX 30-round 9x19 magazine,Magazine,,Super Rare,,
Weapon box (4x4),,Standard MP5 30-round 9x19 magazine,Magazine,,Super Rare,,
Weapon box (4x4),,Magpul PMAG D-60 5.56x45 60-round magazine,Magazine,,Super Rare,,
Weapon box (4x4),,"PMAG 30 AK/AKM GEN M3 7.62x39 magazine for AK and compatibles, 30-round capacity",Magazine,,Super Rare,,
Weapon box (4x4),,"Molot 6P2.Sb-11 7.62x39 magazine for AK and compatibles, 40-round capacity",Magazine,,Super Rare,,
Weapon box (4x4),,"Palm US AK30 7.62x39 magazine for AK and compatibles, 30-round capacity (black)",Magazine,,Super Rare,,
Weapon box (4x4),,X Products X-5 MP5 50-round 9x19 magazine,Magazine,,Super Rare,,
Weapon box (4x4),,"SGMT Drum mag for Glock 9x19, 50 rounds capacity",Magazine,,Super Rare,,
Weapon box (4x4),,30-round SR3M.130 9x39 SR3M magazine,Magazine,,Super Rare,,
Weapon box (4x4),,"Pmag 30 AK74 GEN M3 5.45x39 magazine for AK and compatibles, 30-round capacity",Magazine,,Super Rare,,
Weapon box (4x4),,M1A 20 round 7.62x51 magazine,Magazine,,Super Rare,,
Weapon box (4x4),,X-FAL FAL/SA-58 7.62x51 50 rnd magazine,Magazine,,Super Rare,,
Weapon box (4x4),,"FAL/SA-58 ""MMW"" 7.62x51 20 rnd plastic mag",Magazine,,Super Rare,,
Weapon box (4x4),,ProMag AK-A-16 73-round 7.62x39 magazine for AKM and compatibles,Magazine,,Super Rare,,
Weapon box (4x4),,TROY Battlemag 5.56x45 STANAG 30-round magazine,Magazine,,Super Rare,,
Weapon box (4x4),,X-47 AK 7.62x39 50 rnd magazine,Magazine,,Super Rare,,
Weapon box (4x4),,Special Sniper Rifle VSS Vintorez,Marksman Rifle,,Super Rare,,
Weapon box (4x4),,Remington R11 RSASS 7.62x51,Marksman Rifle,,Super Rare,,
Weapon box (4x4),,Springfield Armory M1A 7.62x51,Marksman Rifle,,Super Rare,,
Weapon box (4x4),,SVDS 7.62x54 Sniper rifle,Marksman Rifle,,Super Rare,,
Weapon box (4x4),,B-8 mount,Mount,,Rare,,
Weapon box (4x4),,Vltor CASV keymod 2 inch guide,Mount,,Rare,,
Weapon box (4x4),,MTU-028SG rail for M870,Mount,,Rare,,
Weapon box (4x4),,M14 Ultimak M8 upper part,Mount,,Rare,,
Weapon box (4x4),,"Aim Sports ""Tri-Rail"" rail for Mosin rifle",Mount,,Rare,,
Weapon box (4x4),,Pilad 043-02 Mount,Mount,,Super Rare,,
Weapon box (4x4),,Rotor 43 RIS mount for PP Kedr,Mount,,Super Rare,,
Weapon box (4x4),,B-12 Mount,Mount,,Super Rare,,
Weapon box (4x4),,B-18 Mount,Mount,,Super Rare,,
Weapon box (4x4),,SIG MPX Gen1 Handguard 4 inch rail adapter,Mount,,Super Rare,,
Weapon box (4x4),,Aimpoint mount for the sights of Micro series,Mount,,Super Rare,,
Weapon box (4x4),,Axion Cobra mount,Mount,,Super Rare,,
Weapon box (4x4),,UTG SKS SOCOM Rail mount,Mount,,Super Rare,,
Weapon box (4x4),,TA51 Mount for sights,Mount,,Super Rare,,
Weapon box (4x4),,Vltor CASV keymod 4 inch guide,Mount,,Super Rare,,
Weapon box (4x4),,Vltor CASV keymod 6 inch guide,Mount,,Super Rare,,
Weapon box (4x4),,SR1MP single rail mount,Mount,,Super Rare,,
Weapon box (4x4),,Low profile mount for Trijicon RMR,Mount,,Super Rare,,
Weapon box (4x4),,High profile mount for Trijicon RMR,Mount,,Super Rare,,
Weapon box (4x4),,UM Tactical UM3 Sight Mount,Mount,,Super Rare,,
Weapon box (4x4),,M14 DCSB,Mount,,Super Rare,,
Weapon box (4x4),,30mm ring-mount AR- P.E.P.R. made by Burris,Mount,,Super Rare,,
Weapon box (4x4),,Sig Sauer mount for the sights of Romeo series.,Mount,,Super Rare,,
Weapon box (4x4),,Bridge Sight Mount for P226,Mount,,Super Rare,,
Weapon box (4x4),,Short length rail for Hexagon(Anodized Red),Mount,,Super Rare,,
Weapon box (4x4),,Medium length rail for Hexagon(Anodized Red),Mount,,Super Rare,,
Weapon box (4x4),,Aim Sports MNG rail for Mosin rifle,Mount,,Super Rare,,
Weapon box (4x4),,Taktika Tula AK and AKM adapter,Muzzle Combo,,Rare,,
Weapon box (4x4),,GK-02 Muzzle Brake,Muzzle Combo,,Super Rare,,
Weapon box (4x4),,P226 thread protection cap,Muzzle Combo,,Super Rare,,
Weapon box (4x4),,Tromix Monster Claw 12ga muzzle brake,Muzzle Combo,,Super Rare,,
Weapon box (4x4),,Thread protector for Alpha Wolf Glock barrels,Muzzle Combo,,Super Rare,,
Weapon box (4x4),,Glock thread protector produced by Double Diamond,Muzzle Combo,,Super Rare,,
Weapon box (4x4),,Glock thread protector produced by Salient Arms,Muzzle Combo,,Super Rare,,
Weapon box (4x4),,Zenit-Belomo PSO 1M2-1 4x24 scope,Scope,,Rare,,
Weapon box (4x4),,Zenit-Belomo PSO 1 4x24 scope,Scope,,Rare,,
Weapon box (4x4),,KMZ 1P59 3-10x riflescope,Scope,,Rare,,
Weapon box (4x4),,KMZ 1P69 3-10x riflescope,Scope,,Rare,,
Weapon box (4x4),,Optical scope March Tactical 3-24x42 FFP,Scope,,Super Rare,,
Weapon box (4x4),,Leupold Mark 4 LR 6.5-20x50 riflescope,Scope,,Super Rare,,
Weapon box (4x4),,Nightforce ATACR 7-35x56 riflescope,Scope,,Super Rare,,
Weapon box (4x4),,EOtech Vudu 1-6 riflescope,Scope,,Super Rare,,
Weapon box (4x4),,"Gunpowder ""Kite""",Other,,Rare,,
Weapon box (4x4),,"Gunpowder ""Eagle""",Other,,Rare,,
Weapon box (4x4),,"Gunpowder ""Hawk""",Other,,Super Rare,,
Weapon box (4x4),,PM 9x18PM pistol,Pistol,,Common,,
Weapon box (4x4),,TT pistol 7.62x25 TT,Pistol,,Common,,
Weapon box (4x4),,Yarygin MP-443 Grach 9x19 pistol,Pistol,,Common,,
Weapon box (4x4),,P226R 9x19 pistol,Pistol,,Rare,,
Weapon box (4x4),,Stechkin Automatic Pistol 9x18PM,Pistol,,Rare,,
Weapon box (4x4),,GLOCK 17 9x19 pistol,Pistol,,Rare,,
Weapon box (4x4),,Beretta M9A3 9x19 pistol,Pistol,,Rare,,
Weapon box (4x4),,PB 9x18PM silenced pistol,Pistol,,Super Rare,,
Weapon box (4x4),,9x21 Serdyukov automatic pistol SR1MP Gyurza,Pistol,,Super Rare,,
Weapon box (4x4),,Silenced Stechkin Automatic Pistol 9x18PM,Pistol,,Super Rare,,
Weapon box (4x4),,GLOCK 18C 9x19 pistol,Pistol,,Super Rare,,
Weapon box (4x4),,FN Five-seveN MK2 FDE Frame 5.7x28 pistol,Pistol,,Super Rare,,
Weapon box (4x4),,Colt A2 AR-15 pistol grip,Pistol Grip,,Common,,
Weapon box (4x4),,Izhmash AK polymer pistol grip (6P1 Sb.8),Pistol Grip,,Common,,
Weapon box (4x4),,Standard TT side grips,Pistol Grip,,Common,,
Weapon box (4x4),,TOZ 002 pistol grip for TOZ-106,Pistol Grip,,Common,,
Weapon box (4x4),,Magpul MOE AR-15 pistol grip,Pistol Grip,,Rare,,
Weapon box (4x4),,Hogue OverMolded Rubber Grip Ghillie Green,Pistol Grip,,Rare,,
Weapon box (4x4),,Izhmash AK-74 Textolite pistol grip (6P4 Sb.9),Pistol Grip,,Rare,,
Weapon box (4x4),,Izhmash AKM bakelite pistol grip,Pistol Grip,,Rare,,
Weapon box (4x4),,Molot AK bakelite pistol grip,Pistol Grip,,Rare,,
Weapon box (4x4),,Fab AG FAL pistol grip for SA-58,Pistol Grip,,Rare,,
Weapon box (4x4),,"HK ""Battle Grip"" pistol grip for AR-15 based systems",Pistol Grip,,Rare,,
Weapon box (4x4),,US Palm pistol grip for AK,Pistol Grip,,Rare,,
Weapon box (4x4),,SI Enhanced pistol grip for AK FDE,Pistol Grip,,Rare,,
Weapon box (4x4),,Magpul MOE AR-15 pistol grip (FDE),Pistol Grip,,Rare,,
Weapon box (4x4),,Zenit RK-3 AK pistol grip,Pistol Grip,,Super Rare,,
Weapon box (4x4),,Hogue OverMolded Rubber Grip,Pistol Grip,,Super Rare,,
Weapon box (4x4),,Hogue OverMolded Rubber Grip Ghillie Earth,Pistol Grip,,Super Rare,,
Weapon box (4x4),,TAPCO SAW-Style black pistol grip for AK,Pistol Grip,,Super Rare,,
Weapon box (4x4),,TAPCO SAW-Style FDE pistol grip for AK,Pistol Grip,,Super Rare,,
Weapon box (4x4),,Naroh Arms GRAL-S Pistol grip for AR-15-compatible weapons,Pistol Grip,,Super Rare,,
Weapon box (4x4),,Stark AR Rifle Grip (black) for AR-15-compatible weapons,Pistol Grip,,Super Rare,,
Weapon box (4x4),,Stark AR Rifle Grip (FDE) for AR-15-compatible weapons,Pistol Grip,,Super Rare,,
Weapon box (4x4),,AS VAL Pistol grip-buffer tube,Pistol Grip,,Super Rare,,
Weapon box (4x4),,M14ALCS(MOD. 0) pistol grip for M14,Pistol Grip,,Super Rare,,
Weapon box (4x4),,Skeletonized AR-15 pistol grip,Pistol Grip,,Super Rare,,
Weapon box (4x4),,KGB MG-47 pistol grip for AK,Pistol Grip,,Super Rare,,
Weapon box (4x4),,Upper receiver Colt M4A1 5.56x45 for M4A1 assault rifle,Receiver,,Rare,,
Weapon box (4x4),,Zenit B-33 dust cover for AK-74,Receiver,,Rare,,
Weapon box (4x4),,AS VAL Dust cover,Receiver,,Rare,,
Weapon box (4x4),,AKS-74U Dust cover (6P26 Sb.7),Receiver,,Rare,,
Weapon box (4x4),,Glock 9x19 slide,Receiver,,Rare,,
Weapon box (4x4),,AKademia Bastion dust cover for AK,Receiver,,Rare,,
Weapon box (4x4),,Upper receiver KAC 7.62x51 for SR-25 rifle,Receiver,,Rare,,
Weapon box (4x4),,Izhmash AK-74 dust cover (6P1 0-1),Receiver,,Super Rare,,
Weapon box (4x4),,VSS Vintorez dust cover,Receiver,,Super Rare,,
Weapon box (4x4),,Izhmash AKS-74UB Dust cover,Receiver,,Super Rare,,
Weapon box (4x4),,HK MP5SD Upper receiver,Receiver,,Super Rare,,
Weapon box (4x4),,Vltor MUR-1S 5.56x45 Upper receiver for AR systems,Receiver,,Super Rare,,
Weapon box (4x4),,Izhmash AKM dust cover (6P1 0-1),Receiver,,Super Rare,,
Weapon box (4x4),,Molot AKM type dust cover,Receiver,,Super Rare,,
Weapon box (4x4),,Glock 9x19 Viper Cut slide,Receiver,,Super Rare,,
Weapon box (4x4),,Glock Alpha Wolf slide,Receiver,,Super Rare,,
Weapon box (4x4),,Glock Alpha Wolf Custom slide,Receiver,,Super Rare,,
Weapon box (4x4),,Zev Tech Hex Gen3 slide,Receiver,,Super Rare,,
Weapon box (4x4),,Glock Zev Tech Hex Spartan slide,Receiver,,Super Rare,,
Weapon box (4x4),,Glock 9x19 Moto Cut slide,Receiver,,Super Rare,,
Weapon box (4x4),,P226 Sig Stainless elite pistol slide,Receiver,,Super Rare,,
Weapon box (4x4),,P226 Sig Legion full size pistol slide,Receiver,,Super Rare,,
Weapon box (4x4),,MP-133 12ga shotgun,Shotgun,,Common,,
Weapon box (4x4),,TOZ-106 bolt-action shotgun,Shotgun,,Common,,
Weapon box (4x4),,MP-153 12ga semi-automatic shotgun,Shotgun,,Rare,,
Weapon box (4x4),,Saiga 12ga ver. 10 12/76 shotgun,Shotgun,,Rare,,
Weapon box (4x4),,Remington Model 870 12ga shotgun,Shotgun,,Rare,,
Weapon box (4x4),,TGP-A 5.45x39 muzzle device/suppressor,Silencer,,Rare,,
Weapon box (4x4),,Makeshift 7.62x25 TT silencer,Silencer,,Rare,,
Weapon box (4x4),,Hexagon SKS 7.62x39 sound suppressor,Silencer,,Rare,,
Weapon box (4x4),,Rotor 43 9x19 muzzle brake,Silencer,,Rare,,
Weapon box (4x4),,Rotor 43 7.62x39 muzzle brake,Silencer,,Rare,,
Weapon box (4x4),,Rotor 43 .366TKM muzzle brake,Silencer,,Rare,,
Weapon box (4x4),,Rotor 43 5.56x45 muzzle brake,Silencer,,Rare,,
Weapon box (4x4),,Bramit silencer for a Mosin rifle,Silencer,,Rare,,
Weapon box (4x4),,Daniel Defence Wave QD Sound Suppressor,Silencer,,Rare,,
Weapon box (4x4),,KAC QDSS NT-4 Black 5.56x45 silencer,Silencer,,Super Rare,,
Weapon box (4x4),,KAC QDSS NT-4 FDE 5.56x45 silencer,Silencer,,Super Rare,,
Weapon box (4x4),,PBS-4 5.45x39 Silencer,Silencer,,Super Rare,,
Weapon box (4x4),,MPX-SD 9x19 Integrated silencer,Silencer,,Super Rare,,
Weapon box (4x4),,Hexagon AK-74 5.45x39 sound suppressor,Silencer,,Super Rare,,
Weapon box (4x4),,Hexagon 12K sound suppressor,Silencer,,Super Rare,,
Weapon box (4x4),,Zenit DTK-4M muzzle brake,Silencer,,Super Rare,,
Weapon box (4x4),,SR1MP silencer 9x21,Silencer,,Super Rare,,
Weapon box (4x4),,SilencerCo Osprey 9 9x19mm sound suppressor,Silencer,,Super Rare,,
Weapon box (4x4),,AAC 762 SDN-6 7.62x51 Sound Suppressor,Silencer,,Super Rare,,
Weapon box (4x4),,Fischer Development FD917 suppressor,Silencer,,Super Rare,,
Weapon box (4x4),,B&T Rotex 2 4.6x30 silencer,Silencer,,Super Rare,,
Weapon box (4x4),,Regular SV-98 7.62x54 silencer,Silencer,,Super Rare,,
Weapon box (4x4),,AAC Illusion 9 9x19mm silencer,Silencer,,Super Rare,,
Weapon box (4x4),,ASh-12 12.7x55 tactical suppressor,Silencer,,Super Rare,,
Weapon box (4x4),,PP-91 Kedr 9x18PM SMG,Smg,,Common,,
Weapon box (4x4),,Saiga-9 9x19 Carbine,Smg,,Common,,
Weapon box (4x4),,PP-91-01 Kedr-B 9x18PM SMG,Smg,,Rare,,
Weapon box (4x4),,PP-9 Klin 9x18PMM SMG,Smg,,Rare,,
Weapon box (4x4),,SIG MPX 9x19 Submachine gun,Smg,,Rare,,
Weapon box (4x4),,HK MP5 9x19 submachinegun (Navy 3 Round Burst),Smg,,Rare,,
Weapon box (4x4),,Submachinegun 19-01 Vityaz-SN 9x19,Smg,,Rare,,
Weapon box (4x4),,HK MP5 Kurz 9x19 submachinegun,Smg,,Rare,,
Weapon box (4x4),,HK MP7A2 4.6x30 submachinegun,Smg,,Super Rare,,
Weapon box (4x4),,FN P90 5.7x28 submachinegun,Smg,,Super Rare,,
Weapon box (4x4),,B&T MP9-N 9x19 Submachinegun,Smg,,Super Rare,,
Weapon box (4x4),,Mosin bolt-action sniper rifle,Sniper Rifle,,Common,,
Weapon box (4x4),,Mosin bolt-action infantry rifle,Sniper Rifle,,Common,,
Weapon box (4x4),,SV-98 bolt-action sniper rifle,Sniper Rifle,,Rare,,
Weapon box (4x4),,DVL-10 Saboteur sniper rifle,Sniper Rifle,,Super Rare,,
Weapon box (4x4),,Remington Model 700 Sniper rifle,Sniper Rifle,,Super Rare,,
Weapon box (4x4),,NSPU-M night Scope,Scope,,Rare,,
Weapon box (4x4),,FLIR RS-32 2.25-9x 35mm 60Hz thermal riflescope,Scope,,Rare,,
Weapon box (4x4),,Trijicon REAP-IR thermal riflescope,Scope,,Super Rare,,
Weapon box (4x4),,Vulcan MG night scope 3.5x,Scope,,Super Rare,,
Weapon box (4x4),,Izhmash wooden AK-74 stock (6P20 Sb.5),Stock,,Common,,
Weapon box (4x4),,Izhmash wooden AKM stock (6P1 Sb.5),Stock,,Common,,
Weapon box (4x4),,Molot wooden VPO-136 stock,Stock,,Common,,
Weapon box (4x4),,Molot wooden VPO-209 stock,Stock,,Common,,
Weapon box (4x4),,EMOD Stock,Stock,,Rare,,
Weapon box (4x4),,HK Slim Line Stock,Stock,,Rare,,
Weapon box (4x4),,Magpul CTR Carbine stock,Stock,,Rare,,
Weapon box (4x4),,Magpul CTR Carbine stock FDE,Stock,,Rare,,
Weapon box (4x4),,Magpul PRS GEN3 stock,Stock,,Rare,,
Weapon box (4x4),,Wooden stock 56-A-231 Sb.5,Stock,,Super Rare,,
Weapon box (4x4),,Armacon Baskak stock,Stock,,Super Rare,,
Weapon box (4x4),,Magpul Rubber Butt-Pad for Carbine stock series,Stock,,Super Rare,,
Weapon box (4x4),,MOE Carbine stock FDE,Stock,,Super Rare,,
Weapon box (4x4),,MOE Carbine stock FG,Stock,,Super Rare,,
Weapon box (4x4),,MOE Carbine stock OD,Stock,,Super Rare,,
Weapon box (4x4),,MOE Carbine stock SG,Stock,,Super Rare,,
Weapon box (4x4),,Troy M7A1 PDW Blk stock,Stock,,Super Rare,,
Weapon box (4x4),,Troy M7A1 PDW FDE stock,Stock,,Super Rare,,
Weapon box (4x4),,UBR GEN2 FDE stock,Stock,,Super Rare,,
Weapon box (4x4),,"Zenit PT-3 ""Klassika"" stock",Stock,,Super Rare,,
Weapon box (4x4),,Recoil pad from GP-25 for AK Accessory Kit,Stock,,Super Rare,,
Weapon box (4x4),,Magpul PRS GEN2 FDE stock,Stock,,Super Rare,,
Weapon box (4x4),,Hera Arms CQR pistol grip-stock,Stock,,Super Rare,,
Weapon box (4x4),,Raptor grip for M870,Stock,,Super Rare,,
Weapon box (4x4),,M14 M14ALCS(MOD. 0) stock,Stock,,Super Rare,,
Weapon box (4x4),,M14 M14ALCS(MOD. 0) stock (buttstock),Stock,,Super Rare,,
Weapon box (4x4),,F93 Pro Stock,Stock,,Super Rare,,
Weapon box (4x4),,Magpul PRS 2polymer stock for FAL,Stock,,Super Rare,,
Weapon box (4x4),,DSA BRS stock for SA-58,Stock,,Super Rare,,
Weapon box (4x4),,"PMM ""ULSS"" foldable MCX/MPX stock",Stock,,Super Rare,,
Weapon box (4x4),,SI Advanced receiver extension buffer tube,Stock,,Super Rare,,
Weapon box (4x4),,SI Advanced receiver extension buffer tube (anodized red),Stock,,Super Rare,,
Weapon box (4x4),,Double Star Ace Socom gen.4 stock for AR-15,Stock,,Super Rare,,
Weapon box (4x4),,LAS/TAC 2 tactical flashlight,Tactical Combo,,Rare,,
Weapon box (4x4),,NcSTAR Tactical blue laser LAM-Module,Tactical Combo,,Rare,,
Weapon box (4x4),,AN/PEQ-2 tactical device,Tactical Combo,,Rare,,
Weapon box (4x4),,AN/PEQ-15 tactical device,Tactical Combo,,Super Rare,,
Weapon box (4x4),,2P Klesch flashlight + laser designator,Tactical Combo,,Super Rare,,
Weapon box (4x4),,X400 tactical flashlight,Tactical Combo,,Super Rare,,
Weapon box (4x4),,Holosun LS321 Tactical device,Tactical Combo,,Super Rare,,
Weapon box (4x4),,2IRS Klesch flashlight + laser designator,Tactical Combo,,Super Rare,,
Weapon box (4x4),,Glock Tactical GL21 flashlight with laser,Tactical Combo,,Super Rare,,
Weapon box (4x4),,M67 Hand grenade,Thrown Weapon,,Rare,,
Weapon box (5x5),,Simonov Semi-Automatic Carbine SKS 7.62x39,Assault Carbine,,Rare,,
Weapon box (5x5),,Simonov Semi-Automatic Carbine SKS 7.62x39 Hunting Rifle Version,Assault Carbine,,Rare,,
Weapon box (5x5),,Vepr Hunter/VPO-101 7.62x51 carbine,Assault Carbine,,Rare,,
Weapon box (5x5),,AS VAL,Assault Carbine,,Super Rare,,
Weapon box (5x5),,Colt M4A1 5.56x45 Assault Rifle,Assault Rifle,,Rare,,
Weapon box (5x5),,AK-74N 5.45x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (5x5),,Kalashnikov AKS-74U 5.45x39,Assault Rifle,,Rare,,
Weapon box (5x5),,Kalashnikov AKS-74UN 5.45x39,Assault Rifle,,Rare,,
Weapon box (5x5),,Kalashnikov AKS-74UB 5.45x39,Assault Rifle,,Rare,,
Weapon box (5x5),,AKM 7.62x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (5x5),,Vepr KM / VPO-136 7.62x39 carbine,Assault Rifle,,Rare,,
Weapon box (5x5),,Vepr AKM / VPO-209 366TKM carbine,Assault Rifle,,Rare,,
Weapon box (5x5),,AKMS 7.62x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (5x5),,AKS-74N 5.45x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (5x5),,AKMSN 7.62x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (5x5),,AK-74M 5.45x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (5x5),,AK-103 7.62x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (5x5),,AK-104 7.62x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (5x5),,AK-105 5.45x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (5x5),,AKS-74 5.45x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (5x5),,ADAR 2-15 .223 Carbine,Assault Rifle,,Rare,,
Weapon box (5x5),,AKMN 7.62x39 assault rifle,Assault Rifle,,Super Rare,,
Weapon box (5x5),,DS Arms SA-58 7.62x51,Assault Rifle,,Super Rare,,
Weapon box (5x5),,HK 416A5 5.56x45 Assault Rifle,Assault Rifle,,Super Rare,,
Weapon box (5x5),,DT MDR 5.56x45 Assault Rifle,Assault Rifle,,Super Rare,,
Weapon box (5x5),,Lone Star TX-15 DML Rifle,Assault Rifle,,Super Rare,,
Weapon box (5x5),,Monstrum Compact prism scope 2x32,Assault Scope,,Rare,,
Weapon box (5x5),,ELCAN SpecterDR 1x/4x Scope,Assault Scope,,Super Rare,,
Weapon box (5x5),,Sig BRAVO4 4X30 Scope,Assault Scope,,Super Rare,,
Weapon box (5x5),,Trijicon ACOG 3.5x35 scope,Assault Scope,,Super Rare,,
Weapon box (5x5),,Trijicon ACOG TA01NSN 4x32 scope TAN,Assault Scope,,Super Rare,,
Weapon box (5x5),,Cobra Family Sights Shade,Auxiliary Mod,,Rare,,
